Cell Line,CLO_ID,exact_curie,exact_label,exact_score,exact_match_type,biosyn_curie,biosyn_label,biosyn_score,biosyn_match_type,rag_curie,rag_label,rag_score,rag_match_type
serous cystadenocarcinoma cell line:HTOA,CLO_0051442,,,0.0,NIL,CLO:0009976,HA7-RCC cell,0.6651,dense_nn,CLO:0009976,HA7-RCC cell,0.6651,rag_selected
SF268,CLO_0009902,CLO:0009902,SF268 cell,1.0,exact_pref,CLO:0009902,SF268 cell,1.0,exact_pref,CLO:0009902,SF268 cell,1.0,exact_pref
SF268_astrocytoma_,CLO_0009902,CLO:0009902,SF268 cell,1.0,prefix_truncated,CLO:0009902,SF268 cell,1.0,prefix_truncated,CLO:0009902,SF268 cell,1.0,prefix_truncated
SHSY5Y,CLO_0009015,CLO:0009015,SH-SY5Y cell,0.9231,fuzzy,CLO:0009015,SH-SY5Y cell,0.6412,dense_nn,CLO:0009015,SH-SY5Y cell,0.6412,rag_selected
SH-SY5Y,CLO_0009015,CLO:0009015,SH-SY5Y cell,1.0,exact_pref,CLO:0009015,SH-SY5Y cell,1.0,exact_pref,CLO:0009015,SH-SY5Y cell,1.0,exact_pref
SH-SY5Y_DMSO_3h,CLO_0009015,CLO:0009015,SH-SY5Y cell,1.0,prefix_truncated,CLO:0009015,SH-SY5Y cell,1.0,prefix_truncated,CLO:0009015,SH-SY5Y cell,1.0,prefix_truncated
SH-SY5Y_neuroblastoma,CLO_0009015,CLO:0009015,SH-SY5Y cell,1.0,prefix_truncated,CLO:0009015,SH-SY5Y cell,1.0,prefix_truncated,CLO:0009015,SH-SY5Y cell,1.0,prefix_truncated
SH-SY5Y_neuroblastoma_OVERMYCN_24H,CLO_0009015,CLO:0009015,SH-SY5Y cell,1.0,prefix_truncated,CLO:0009015,SH-SY5Y cell,1.0,prefix_truncated,CLO:0009015,SH-SY5Y cell,1.0,prefix_truncated
SH-SY5Y_neuroblastoma_OVERMYCN_48H,CLO_0009015,CLO:0009015,SH-SY5Y cell,1.0,prefix_truncated,CLO:0009015,SH-SY5Y cell,1.0,prefix_truncated,CLO:0009015,SH-SY5Y cell,1.0,prefix_truncated
SH-SY5Y_untreat,CLO_0009015,CLO:0009015,SH-SY5Y cell,1.0,prefix_truncated,CLO:0009015,SH-SY5Y cell,1.0,prefix_truncated,CLO:0009015,SH-SY5Y cell,1.0,prefix_truncated
SH-SY5Y-MYCN-OFF,CLO_0009015,,,0.0,NIL,CLO:0009015,SH-SY5Y cell,0.8451,dense_nn,CLO:0009015,SH-SY5Y cell,0.8451,rag_selected
signet ring carcinoma cell line:Kato III,CLO_0007073,,,0.0,NIL,CLO:0007073,KATO III cell,0.664,dense_nn,CLO:0007073,KATO III cell,0.664,rag_selected
signet ring carcinoma cell line:NUGC-4,CLO_0050789,,,0.0,NIL,CLO:0037096,OVCAR-4 cell,0.6881,dense_nn,CLO:0037096,OVCAR-4 cell,0.6881,rag_selected
SiHa,CLO_0009017,CLO:0009017,SiHa cell,1.0,exact_pref,CLO:0009017,SiHa cell,1.0,exact_pref,CLO:0009017,SiHa cell,1.0,exact_pref
SJCRH30,CLO_0037076,CLO:0037076,SJCRH30 cell,1.0,exact_pref,CLO:0037076,SJCRH30 cell,1.0,exact_pref,CLO:0037076,SJCRH30 cell,1.0,exact_pref
SJSA-1,CLO_0009031,CLO:0009031,SJSA-1 cell,1.0,exact_pref,CLO:0009031,SJSA-1 cell,1.0,exact_pref,CLO:0009031,SJSA-1 cell,1.0,exact_pref
SJSA-1osteosarcoma,CLO_0009031,,,0.0,NIL,CLO:0009031,SJSA-1 cell,0.7379,dense_nn,CLO:0009031,SJSA-1 cell,0.7379,rag_selected
SK-BR-3,CLO_0009034,CLO:0009034,SK-BR-3 cell,1.0,exact_pref,CLO:0009034,SK-BR-3 cell,1.0,exact_pref,CLO:0009034,SK-BR-3 cell,1.0,exact_pref
SK-BR-3_breast_adenocarcinoma,CLO_0009034,CLO:0009034,SK-BR-3 cell,1.0,prefix_truncated,CLO:0009034,SK-BR-3 cell,1.0,prefix_truncated,CLO:0009034,SK-BR-3 cell,1.0,prefix_truncated
SK-BR-3_breast_adenocarcinoma_EGF,CLO_0009034,CLO:0009034,SK-BR-3 cell,1.0,prefix_truncated,CLO:0009034,SK-BR-3 cell,1.0,prefix_truncated,CLO:0009034,SK-BR-3 cell,1.0,prefix_truncated
SK-BR-3_breast_adenocarcinoma_HRG,CLO_0009034,CLO:0009034,SK-BR-3 cell,1.0,prefix_truncated,CLO:0009034,SK-BR-3 cell,1.0,prefix_truncated,CLO:0009034,SK-BR-3 cell,1.0,prefix_truncated
SK-ES-1,CLO_0009036,CLO:0009036,SK-ES-1 cell,1.0,exact_pref,CLO:0009036,SK-ES-1 cell,1.0,exact_pref,CLO:0009036,SK-ES-1 cell,1.0,exact_pref
SKG-II-SF,CLO_0050918,,,0.0,NIL,CLO:0009931,SKG-IIIb cell,0.6009,dense_nn,CLO:0009931,SKG-IIIb cell,0.6009,rag_selected
SK-LMS-1_HDAC4KO,CLO_0009038,CLO:0009038,SK-LMS-1 cell,1.0,prefix_truncated,CLO:0009038,SK-LMS-1 cell,1.0,prefix_truncated,CLO:0009038,SK-LMS-1 cell,1.0,prefix_truncated
SK-LMS-1_WT,CLO_0009038,CLO:0009038,SK-LMS-1 cell,1.0,prefix_truncated,CLO:0009038,SK-LMS-1 cell,1.0,prefix_truncated,CLO:0009038,SK-LMS-1 cell,1.0,prefix_truncated
SKM-1,CLO_0037289,CLO:0037289,SKM-1 cell,1.0,exact_pref,CLO:0037289,SKM-1 cell,1.0,exact_pref,CLO:0037289,SKM-1 cell,1.0,exact_pref
SKMEL2,CLO_0009041,,,0.0,NIL,CLO:0037292,SKMEL1,0.932,dense_nn,CLO:0037292,SKMEL1,0.932,rag_selected
SK-MEL-28,CLO_0009043,CLO:0009043,SK-MEL-28 cell,1.0,exact_pref,CLO:0009043,SK-MEL-28 cell,1.0,exact_pref,CLO:0009043,SK-MEL-28 cell,1.0,exact_pref
SKMEL30,CLO_0009045,,,0.0,NIL,CLO:0037292,SKMEL1,0.8096,dense_nn,CLO:0009045,SK-MEL-30 cell,0.7167,rag_selected
SKMEL5,CLO_0009047,,,0.0,NIL,CLO:0037292,SKMEL1,0.8745,dense_nn,CLO:0009047,SK-MEL-5 cell,0.5985,rag_selected
SK-MEL-5,CLO_0009047,CLO:0009047,SK-MEL-5 cell,1.0,exact_pref,CLO:0009047,SK-MEL-5 cell,1.0,exact_pref,CLO:0009047,SK-MEL-5 cell,1.0,exact_pref
SK-MEL-5_Cutaneous_melanoma,CLO_0009047,CLO:0009047,SK-MEL-5 cell,1.0,prefix_truncated,CLO:0009047,SK-MEL-5 cell,1.0,prefix_truncated,CLO:0009047,SK-MEL-5 cell,1.0,prefix_truncated
SK-MEL-5_DMSO_6h,CLO_0009047,CLO:0009047,SK-MEL-5 cell,1.0,prefix_truncated,CLO:0009047,SK-MEL-5 cell,1.0,prefix_truncated,CLO:0009047,SK-MEL-5 cell,1.0,prefix_truncated
SKMNC,CLO_0009058,,,0.0,NIL,CLO:0009058,SK-N-MC cell,0.6237,dense_nn,CLO:0009058,SK-N-MC cell,0.6237,rag_selected
SK-N-AS,CLO_0009051,CLO:0009051,SK-N-AS cell,1.0,exact_pref,CLO:0009051,SK-N-AS cell,1.0,exact_pref,CLO:0009051,SK-N-AS cell,1.0,exact_pref
SK-N-AS_neuroblastoma,CLO_0009051,CLO:0009051,SK-N-AS cell,1.0,prefix_truncated,CLO:0009051,SK-N-AS cell,1.0,prefix_truncated,CLO:0009051,SK-N-AS cell,1.0,prefix_truncated
SK-N-BE_2_-C,CLO_0009053,,,0.0,NIL,CLO:0009053,SK-N-BE(2)-C cell,0.767,dense_nn,CLO:0009053,SK-N-BE(2)-C cell,0.767,rag_selected
SK-N-BE_2_-C_GFP_control,CLO_0009053,,,0.0,NIL,CLO:0009053,SK-N-BE(2)-C cell,0.6601,dense_nn,CLO:0009053,SK-N-BE(2)-C cell,0.6601,rag_selected
SK-N-BE_2_-C_naive_JQ1,CLO_0009053,,,0.0,NIL,CLO:0009053,SK-N-BE(2)-C cell,0.6671,dense_nn,CLO:0009053,SK-N-BE(2)-C cell,0.6671,rag_selected
SK-N-BE_2_-C_naive_vehicle,CLO_0009053,,,0.0,NIL,CLO:0009053,SK-N-BE(2)-C cell,0.7113,dense_nn,CLO:0009053,SK-N-BE(2)-C cell,0.7113,rag_selected
SK-N-BE_2_-C_PI3K_engineered,CLO_0009053,,,0.0,NIL,CLO:0009931,SKG-IIIb cell,0.6077,dense_nn,CLO:0009053,SK-N-BE(2)-C cell,0.5961,rag_selected
SK-N-BE_2_-C_resistant_JQ1,CLO_0009053,,,0.0,NIL,CLO:0008683,QNR/K2 cell,0.6028,dense_nn,CLO:0009053,SK-N-BE(2)-C cell,0.0,rag_graph_selected
SK-N-BE_2_-C_resistant_vehicle,CLO_0009053,,,0.0,NIL,CLO:0009053,SK-N-BE(2)-C cell,0.6897,dense_nn,CLO:0009053,SK-N-BE(2)-C cell,0.6897,rag_selected
SK-N-BE_2-C,CLO_0009053,,,0.0,NIL,CLO:0009053,SK-N-BE(2)-C cell,0.767,dense_nn,CLO:0009053,SK-N-BE(2)-C cell,0.767,rag_selected
SK-N-BE2,CLO_0009052,,,0.0,NIL,CLO:0009052,SK-N-BE(2) cell,0.7801,dense_nn,CLO:0009052,SK-N-BE(2) cell,0.7801,rag_selected
SK-N-BE2-C,CLO_0009053,,,0.0,NIL,CLO:0009053,SK-N-BE(2)-C cell,0.7984,dense_nn,CLO:0009053,SK-N-BE(2)-C cell,0.7984,rag_selected
SKNDZ,CLO_0009054,,,0.0,NIL,CLO:0037292,SKMEL1,0.5698,dense_nn,CLO:0009054,SK-N-DZ cell,0.5581,rag_selected
SK-N-DZ,CLO_0009054,CLO:0009054,SK-N-DZ cell,1.0,exact_pref,CLO:0009054,SK-N-DZ cell,1.0,exact_pref,CLO:0009054,SK-N-DZ cell,1.0,exact_pref
SK-N-FI,CLO_0009057,CLO:0009057,SK-N-FI cell,1.0,exact_pref,CLO:0009057,SK-N-FI cell,1.0,exact_pref,CLO:0009057,SK-N-FI cell,1.0,exact_pref
SKNMC,CLO_0009058,,,0.0,NIL,CLO:0009058,SK-N-MC cell,0.7001,dense_nn,CLO:0009058,SK-N-MC cell,0.7001,rag_selected
SK-N-MC,CLO_0009058,CLO:0009058,SK-N-MC cell,1.0,exact_pref,CLO:0009058,SK-N-MC cell,1.0,exact_pref,CLO:0009058,SK-N-MC cell,1.0,exact_pref
SK-N-MC_Askin_tumor,CLO_0009058,CLO:0009058,SK-N-MC cell,1.0,prefix_truncated,CLO:0009058,SK-N-MC cell,1.0,prefix_truncated,CLO:0009058,SK-N-MC cell,1.0,prefix_truncated
SK-N-MC_Askin_tumor_SHFLI_48H,CLO_0009058,CLO:0009058,SK-N-MC cell,1.0,prefix_truncated,CLO:0009058,SK-N-MC cell,1.0,prefix_truncated,CLO:0009058,SK-N-MC cell,1.0,prefix_truncated
SK-N-MC_Askin_tumor_SHFLI_96H,CLO_0009058,CLO:0009058,SK-N-MC cell,1.0,prefix_truncated,CLO:0009058,SK-N-MC cell,1.0,prefix_truncated,CLO:0009058,SK-N-MC cell,1.0,prefix_truncated
SK-N-MC_Askin_tumor_SHGFP_48H,CLO_0009058,CLO:0009058,SK-N-MC cell,1.0,prefix_truncated,CLO:0009058,SK-N-MC cell,1.0,prefix_truncated,CLO:0009058,SK-N-MC cell,1.0,prefix_truncated
SK-N-MC_Askin_tumor_SHGFP_96H,CLO_0009058,CLO:0009058,SK-N-MC cell,1.0,prefix_truncated,CLO:0009058,SK-N-MC cell,1.0,prefix_truncated,CLO:0009058,SK-N-MC cell,1.0,prefix_truncated
SKNSH,CLO_0009059,,,0.0,NIL,CLO:0009059,SK-N-SH cell,0.5776,dense_nn,CLO:0009059,SK-N-SH cell,0.5776,rag_selected
sknsh,CLO_0009059,,,0.0,NIL,CLO:0009059,SK-N-SH cell,0.5776,dense_nn,CLO:0009059,SK-N-SH cell,0.5776,rag_selected
SK-N-SH,CLO_0009059,CLO:0009059,SK-N-SH cell,1.0,exact_pref,CLO:0009059,SK-N-SH cell,1.0,exact_pref,CLO:0009059,SK-N-SH cell,1.0,exact_pref
SK-N-SH_neuroblastoma,CLO_0009059,CLO:0009059,SK-N-SH cell,1.0,prefix_truncated,CLO:0009059,SK-N-SH cell,1.0,prefix_truncated,CLO:0009059,SK-N-SH cell,1.0,prefix_truncated
SKOV3,CLO_0009063,,,0.0,NIL,CLO:0008279,OVCAR-3 cell,0.738,dense_nn,CLO:0009063,SK-OV-3 cell,0.723,rag_selected
SK-OV3,CLO_0009063,CLO:0009063,SK-OV-3 cell,0.9231,fuzzy,CLO:0009063,SK-OV-3 cell,0.9104,dense_nn,CLO:0009063,SK-OV-3 cell,0.9104,rag_selected
SK-OV-3_ovarian_serous_cystadenocarcinoma,CLO_0009063,CLO:0009063,SK-OV-3 cell,1.0,prefix_truncated,CLO:0009063,SK-OV-3 cell,1.0,prefix_truncated,CLO:0009063,SK-OV-3 cell,1.0,prefix_truncated
SK-OV-3-R,CLO_0009063,,,0.0,NIL,CLO:0009063,SK-OV-3 cell,0.7996,dense_nn,CLO:0009063,SK-OV-3 cell,0.7996,rag_selected
SK-PN-DW,CLO_0009064,CLO:0009064,SK-PN-DW cell,1.0,exact_pref,CLO:0009064,SK-PN-DW cell,1.0,exact_pref,CLO:0009064,SK-PN-DW cell,1.0,exact_pref
SK-UT-1,CLO_0009065,CLO:0009065,SK-UT-1 cell,1.0,exact_pref,CLO:0009065,SK-UT-1 cell,1.0,exact_pref,CLO:0009065,SK-UT-1 cell,1.0,exact_pref
SKW-3,CLO_0009068,CLO:0009068,SKW-3 cell,1.0,exact_pref,CLO:0009068,SKW-3 cell,1.0,exact_pref,CLO:0009068,SKW-3 cell,1.0,exact_pref
SLVL,CLO_0050869,,,0.0,NIL,CLO:0009069,Sl/Sl4 cell,0.5437,dense_nn,CLO:0009069,Sl/Sl4 cell,0.5437,rag_selected
small cell gastrointestinal carcinoma cell line:ECC10,CLO_0050796,,,0.0,NIL,CLO:0037231,ECC-1 cell,0.734,dense_nn,CLO:0037231,ECC-1 cell,0.734,rag_selected
small cell lung carcinoma cell line:LK-2,CLO_0050064,,,0.0,NIL,CLO:0001601,A549 cell,0.755,dense_nn,CLO:0001601,A549 cell,0.755,rag_selected
small cell lung carcinoma cell line:NCI-H82,CLO_0008118,,,0.0,NIL,CLO:0008118,NCI-H82 cell,0.8488,dense_nn,CLO:0008118,NCI-H82 cell,0.8488,rag_selected
small cell lung carcinoma cell line:WA-hT,CLO_0050041,,,0.0,NIL,CLO:0001601,A549 cell,0.7014,dense_nn,CLO:0001601,A549 cell,0.7014,rag_abstained
small-cell gastrointestinal carcinoma cell line:ECC4,CLO_0051398,,,0.0,NIL,CLO:0037231,ECC-1 cell,0.725,dense_nn,CLO:0037231,ECC-1 cell,0.725,rag_abstained
SNU016,CLO_0009095,,,0.0,NIL,CLO:0009095,SNU-16 cell,0.6674,dense_nn,CLO:0009095,SNU-16 cell,0.6674,rag_selected
SNU16,CLO_0009095,,,0.0,NIL,CLO:0009095,SNU-16 cell,0.5941,dense_nn,CLO:0009095,SNU-16 cell,0.5941,rag_selected
SNU-387,CLO_0009097,CLO:0009097,SNU-387 cell,1.0,exact_pref,CLO:0009097,SNU-387 cell,1.0,exact_pref,CLO:0009097,SNU-387 cell,1.0,exact_pref
SNU-398,CLO_0009098,CLO:0009098,SNU-398 cell,1.0,exact_pref,CLO:0009098,SNU-398 cell,1.0,exact_pref,CLO:0009098,SNU-398 cell,1.0,exact_pref
somatostatinoma cell line:QGP-1,CLO_0037113,,,0.0,NIL,CLO:0037113,QGP-1 cell,0.7363,dense_nn,CLO:0037113,QGP-1 cell,0.7363,rag_selected
spindle cell sarcoma cell line:Hs 132.T,CLO_0003848,,,0.0,NIL,CLO:0003848,Hs 132.T cell,0.7745,dense_nn,CLO:0003848,Hs 132.T cell,0.7745,rag_selected
splenic lymphoma with villous lymphocytes cell line:SLVL,CLO_0050869,,,0.0,NIL,CLO:0007198,L5178Y-S (LY-S) cell,0.5838,dense_nn,CLO:0007198,L5178Y-S (LY-S) cell,0.5838,rag_abstained
squamous cell carcinoma cell line:EC-GI-10,CLO_0051378,,,0.0,NIL,CLO:0009933,KYSE-220 cell,0.6777,dense_nn,CLO:0009933,KYSE-220 cell,0.6777,rag_abstained
squamous cell lung carcinoma cell line:EBC-1,CLO_0050039,,,0.0,NIL,CLO:0037057,SCC-3 cell,0.7168,dense_nn,CLO:0037057,SCC-3 cell,0.7168,rag_abstained
StromaNKtert,CLO_0051546,,,0.0,NIL,CLO:0007104,KLE cell,0.5017,dense_nn,CLO:0007104,KLE cell,0.5017,rag_abstained
SU-DHL-1_ALK+,CLO_0009160,CLO:0009160,SU-DHL-1 cell,1.0,prefix_truncated,CLO:0009160,SU-DHL-1 cell,1.0,prefix_truncated,CLO:0009160,SU-DHL-1 cell,1.0,prefix_truncated
SU-DHL-1_Anaplastic_large_cell_lymphoma,CLO_0009160,CLO:0009160,SU-DHL-1 cell,1.0,prefix_truncated,CLO:0009160,SU-DHL-1 cell,1.0,prefix_truncated,CLO:0009160,SU-DHL-1 cell,1.0,prefix_truncated
SU-DHL-10,CLO_0037059,CLO:0037059,SU-DHL-10 cell,1.0,exact_pref,CLO:0037059,SU-DHL-10 cell,1.0,exact_pref,CLO:0037059,SU-DHL-10 cell,1.0,exact_pref
SU-DHL-10_diffuse_large_B-cell_lymphoma,CLO_0037059,CLO:0037059,SU-DHL-10 cell,1.0,prefix_truncated,CLO:0037059,SU-DHL-10 cell,1.0,prefix_truncated,CLO:0037059,SU-DHL-10 cell,1.0,prefix_truncated
sudhl4,CLO_0037061,,,0.0,NIL,CLO:0003952,Hs 409.We cell,0.4982,dense_nn,CLO:0037061,SU-DHL-4 cell,0.4741,rag_selected
SUDHL-4,CLO_0037061,CLO:0037061,SU-DHL-4 cell,0.9333,fuzzy,CLO:0037316,HUES3 ES cell,0.5418,dense_nn,CLO:0037061,SU-DHL-4 cell,0.4992,rag_selected
SU-DHL-4,CLO_0037061,CLO:0037061,SU-DHL-4 cell,1.0,exact_pref,CLO:0037061,SU-DHL-4 cell,1.0,exact_pref,CLO:0037061,SU-DHL-4 cell,1.0,exact_pref
SU-DHL-4_diffuse_large_B-cell_lymphoma,CLO_0037061,CLO:0037061,SU-DHL-4 cell,1.0,prefix_truncated,CLO:0037061,SU-DHL-4 cell,1.0,prefix_truncated,CLO:0037061,SU-DHL-4 cell,1.0,prefix_truncated
SU-DHL-5,CLO_0037062,CLO:0037062,SU-DHL-5 cell,1.0,exact_pref,CLO:0037062,SU-DHL-5 cell,1.0,exact_pref,CLO:0037062,SU-DHL-5 cell,1.0,exact_pref
SUDHL6,CLO_0037063,,,0.0,NIL,CLO:0037316,HUES3 ES cell,0.5062,dense_nn,CLO:0037063,SU-DHL-6 cell,0.0,rag_graph_selected
SU-DHL-6,CLO_0037063,CLO:0037063,SU-DHL-6 cell,1.0,exact_pref,CLO:0037063,SU-DHL-6 cell,1.0,exact_pref,CLO:0037063,SU-DHL-6 cell,1.0,exact_pref
SU-DHL-6_diffuse_large_B-cell_lymphoma,CLO_0037063,CLO:0037063,SU-DHL-6 cell,1.0,prefix_truncated,CLO:0037063,SU-DHL-6 cell,1.0,prefix_truncated,CLO:0037063,SU-DHL-6 cell,1.0,prefix_truncated
SUIT-2,CLO_0037114,CLO:0037114,SUIT-2 cell,1.0,exact_pref,CLO:0037114,SUIT-2 cell,1.0,exact_pref,CLO:0037114,SUIT-2 cell,1.0,exact_pref
SUIT2 WT,CLO_0037114,,,0.0,NIL,CLO:0037114,SUIT-2 cell,0.5574,dense_nn,CLO:0037114,SUIT-2 cell,0.5574,rag_selected
SUIT2_GFP,CLO_0037114,,,0.0,NIL,CLO:0037114,SUIT-2 cell,0.6719,dense_nn,CLO:0037114,SUIT-2 cell,0.6719,rag_selected
SUIT2_MTV,CLO_0037114,,,0.0,NIL,CLO:0037114,SUIT-2 cell,0.6701,dense_nn,CLO:0037114,SUIT-2 cell,0.6701,rag_selected
SUIT2_TP63dN,CLO_0037114,,,0.0,NIL,CLO:0037114,SUIT-2 cell,0.5418,dense_nn,CLO:0037114,SUIT-2 cell,0.5418,rag_selected
SUIT2_TP63dN_DOX,CLO_0037114,,,0.0,NIL,CLO:0037114,SUIT-2 cell,0.5841,dense_nn,CLO:0037114,SUIT-2 cell,0.5841,rag_selected
SUM1315,CLO_0009916,,,0.0,NIL,CLO:0009916,SUM1315MO2 cell,0.615,dense_nn,CLO:0009916,SUM1315MO2 cell,0.615,rag_selected
SUM149,CLO_0009917,,,0.0,NIL,CLO:0009917,SUM149PT cell,0.672,dense_nn,CLO:0009917,SUM149PT cell,0.672,rag_selected
SUM149PT,CLO_0009917,CLO:0009917,SUM149PT cell,1.0,exact_pref,CLO:0009917,SUM149PT cell,1.0,exact_pref,CLO:0009917,SUM149PT cell,1.0,exact_pref
SUM159,CLO_0009918,,,0.0,NIL,CLO:0009918,SUM159PT cell,0.688,dense_nn,CLO:0009918,SUM159PT cell,0.688,rag_selected
SUM159_BRD7_KO,CLO_0009918,,,0.0,NIL,CLO:0009918,SUM159PT cell,0.732,dense_nn,CLO:0009918,SUM159PT cell,0.732,rag_selected
SUM159_DMSO_24h,CLO_0009918,,,0.0,NIL,CLO:0009918,SUM159PT cell,0.6648,dense_nn,CLO:0009918,SUM159PT cell,0.6648,rag_selected
SUM159_WT,CLO_0009918,,,0.0,NIL,CLO:0009918,SUM159PT cell,0.6679,dense_nn,CLO:0009918,SUM159PT cell,0.6679,rag_selected
SUM159PT,CLO_0009918,CLO:0009918,SUM159PT cell,1.0,exact_pref,CLO:0009918,SUM159PT cell,1.0,exact_pref,CLO:0009918,SUM159PT cell,1.0,exact_pref
SUM159PT_Triple_negative_breast_cancer,CLO_0009918,CLO:0009918,SUM159PT cell,1.0,prefix_truncated,CLO:0009918,SUM159PT cell,1.0,prefix_truncated,CLO:0009918,SUM159PT cell,1.0,prefix_truncated
SUM159PT-BT-474,CLO_0009918,,,0.0,NIL,CLO:0009918,SUM159PT cell,0.7384,dense_nn,CLO:0009918,SUM159PT cell,0.7384,rag_selected
SUM159PT-MCF-7,CLO_0009918,,,0.0,NIL,CLO:0009918,SUM159PT cell,0.8997,dense_nn,CLO:0009918,SUM159PT cell,0.8997,rag_selected
SUM159PT-T47D,CLO_0009918,,,0.0,NIL,CLO:0009918,SUM159PT cell,0.8686,dense_nn,CLO:0009918,SUM159PT cell,0.8686,rag_selected
SUM159PT-ZR-75-1,CLO_0009918,,,0.0,NIL,CLO:0009918,SUM159PT cell,0.7956,dense_nn,CLO:0009918,SUM159PT cell,0.7956,rag_selected
SUM159R,CLO_0009918,,,0.0,NIL,CLO:0009918,SUM159PT cell,0.7328,dense_nn,CLO:0009918,SUM159PT cell,0.7328,rag_selected
SUM185,CLO_0009919,,,0.0,NIL,CLO:0009919,SUM185PE cell,0.6552,dense_nn,CLO:0009919,SUM185PE cell,0.6552,rag_selected
SUM229PE,CLO_0009921,CLO:0009921,SUM229PE cell,1.0,exact_pref,CLO:0009921,SUM229PE cell,1.0,exact_pref,CLO:0009921,SUM229PE cell,1.0,exact_pref
SUP-B15,CLO_0009161,CLO:0009161,SUP-B15 cell,1.0,exact_pref,CLO:0009161,SUP-B15 cell,1.0,exact_pref,CLO:0009161,SUP-B15 cell,1.0,exact_pref
SupB15 ACY1035,CLO_0009161,,,0.0,NIL,CLO:0009161,SUP-B15 cell,0.6226,dense_nn,CLO:0009161,SUP-B15 cell,0.6226,rag_selected
SupB15 DMSO,CLO_0009161,,,0.0,NIL,CLO:0009161,SUP-B15 cell,0.6716,dense_nn,CLO:0009161,SUP-B15 cell,0.6716,rag_selected
SUP-B15_Childhood_B_acute_lymphoblastic_leukemia,CLO_0009161,CLO:0009161,SUP-B15 cell,1.0,prefix_truncated,CLO:0009161,SUP-B15 cell,1.0,prefix_truncated,CLO:0009161,SUP-B15 cell,1.0,prefix_truncated
SUP-M2_ALK+,CLO_0037065,CLO:0037065,SUP-M2 cell,1.0,prefix_truncated,CLO:0037065,SUP-M2 cell,1.0,prefix_truncated,CLO:0037065,SUP-M2 cell,1.0,prefix_truncated
SupT1_WT,CLO_0009164,,,0.0,NIL,CLO:0009164,SUP-T1 cell,0.5315,dense_nn,CLO:0009164,SUP-T1 cell,0.5315,rag_selected
SW 1353,CLO_0009186,CLO:0009186,SW 1353 cell,1.0,exact_pref,CLO:0009186,SW 1353 cell,1.0,exact_pref,CLO:0009186,SW 1353 cell,1.0,exact_pref
SW 1573,CLO_0009190,CLO:0009190,SW 1573 cell,1.0,exact_pref,CLO:0009190,SW 1573 cell,1.0,exact_pref,CLO:0009190,SW 1573 cell,1.0,exact_pref
SW 872,CLO_0009201,CLO:0009201,SW 872 cell,1.0,exact_pref,CLO:0009201,SW 872 cell,1.0,exact_pref,CLO:0009201,SW 872 cell,1.0,exact_pref
SW-13,CLO_0009209,CLO:0009209,SW-13 cell,1.0,exact_pref,CLO:0009209,SW-13 cell,1.0,exact_pref,CLO:0009209,SW-13 cell,1.0,exact_pref
SW1353,CLO_0009186,CLO:0009210,SW1353 cell,1.0,exact_pref,CLO:0009210,SW1353 cell,1.0,exact_pref,CLO:0009210,SW1353 cell,1.0,exact_pref
SW1353_chondrosarcoma,CLO_0009186,CLO:0009210,SW1353 cell,1.0,prefix_truncated,CLO:0009210,SW1353 cell,1.0,prefix_truncated,CLO:0009210,SW1353 cell,1.0,prefix_truncated
SW1783,CLO_0009191,,,0.0,NIL,CLO:0009191,SW 1783 cell,0.6786,dense_nn,CLO:0009191,SW 1783 cell,0.6786,rag_selected
SW1990,CLO_0009192,,,0.0,NIL,CLO:0009207,SW10 cell,0.6276,dense_nn,CLO:0009192,SW 1990 cell,0.5916,rag_selected
SW403,CLO_0009215,CLO:0009215,SW403 cell,1.0,exact_pref,CLO:0009215,SW403 cell,1.0,exact_pref,CLO:0009215,SW403 cell,1.0,exact_pref
SW48,CLO_0009216,CLO:0009216,SW48 cell,1.0,exact_pref,CLO:0009216,SW48 cell,1.0,exact_pref,CLO:0009216,SW48 cell,1.0,exact_pref
SW480,CLO_0009218,CLO:0009218,SW480 cell,1.0,exact_pref,CLO:0009218,SW480 cell,1.0,exact_pref,CLO:0009218,SW480 cell,1.0,exact_pref
Sw480,CLO_0009218,CLO:0009218,SW480 cell,1.0,exact_pref,CLO:0009218,SW480 cell,1.0,exact_pref,CLO:0009218,SW480 cell,1.0,exact_pref
SW480_colon_adenocarcinoma,CLO_0009218,CLO:0009218,SW480 cell,1.0,prefix_truncated,CLO:0009218,SW480 cell,1.0,prefix_truncated,CLO:0009218,SW480 cell,1.0,prefix_truncated
SW620,CLO_0009221,CLO:0009221,SW620 cell,1.0,exact_pref,CLO:0009221,SW620 cell,1.0,exact_pref,CLO:0009221,SW620 cell,1.0,exact_pref
SW620_colon_adenocarcinoma,CLO_0009221,CLO:0009221,SW620 cell,1.0,prefix_truncated,CLO:0009221,SW620 cell,1.0,prefix_truncated,CLO:0009221,SW620 cell,1.0,prefix_truncated
SW872_CAMTA1,CLO_0009201,CLO:0037071,SW872 cell,1.0,prefix_truncated,CLO:0037071,SW872 cell,1.0,prefix_truncated,CLO:0037071,SW872 cell,1.0,prefix_truncated
SW872_Empty Vector,CLO_0009201,CLO:0037071,SW872 cell,1.0,prefix_truncated,CLO:0037071,SW872 cell,1.0,prefix_truncated,CLO:0037071,SW872 cell,1.0,prefix_truncated
