entity_text,gold_id,ols_exact,ols_top
cocktail,CHEBI:60004,,
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
mixture,CHEBI:60004,CHEBI:60004,CHEBI:60004
ethidium-bromide,CHEBI:4883,,CHEBI:4883
agarose,CHEBI:2511,CHEBI:2511,CHEBI:2511
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
cytochrome c,CHEBI:18070,CHEBI:18070,CHEBI:18070
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
fluorogenic,CHEBI:76219,,CHEBI:76219
protein disulfide,CHEBI:16249,CHEBI:16249,CHEBI:16249
dye,CHEBI:37958,CHEBI:37958,CHEBI:37958
acidic,CHEBI:37527,,CHEBI:194148
dye,CHEBI:37958,CHEBI:37958,CHEBI:37958
dye,CHEBI:37958,CHEBI:37958,CHEBI:37958
dextran,CHEBI:52071,CHEBI:52071,CHEBI:52071
FITC,CHEBI:37926,,CHEBI:37918
dextran,CHEBI:52071,CHEBI:52071,CHEBI:52071
FITC,CHEBI:37926,,CHEBI:37918
dextran,CHEBI:52071,CHEBI:52071,CHEBI:52071
FITC,CHEBI:37926,,CHEBI:37918
Dextran,CHEBI:52071,CHEBI:52071,CHEBI:52071
FITC,CHEBI:37926,,CHEBI:37918
dextran,CHEBI:52071,CHEBI:52071,CHEBI:52071
FITC,CHEBI:37926,,CHEBI:37918
dextran,CHEBI:52071,CHEBI:52071,CHEBI:52071
FITC,CHEBI:37926,,CHEBI:37918
hydrogen peroxide,CHEBI:16240,CHEBI:16240,CHEBI:16240
hydrogen peroxide,CHEBI:16240,CHEBI:16240,CHEBI:16240
hydrogen peroxide,CHEBI:16240,CHEBI:16240,CHEBI:16240
H2O2,CHEBI:16240,,CHEBI:50423
H2O2,CHEBI:16240,,CHEBI:50423
reagents,CHEBI:33893,,CHEBI:67126
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
cytochrome c,CHEBI:18070,CHEBI:18070,CHEBI:18070
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
biotin,CHEBI:15956,CHEBI:15956,CHEBI:15956
dextran,CHEBI:52071,CHEBI:52071,CHEBI:52071
FITC,CHEBI:37926,,CHEBI:37918
Lysotracker Red DND-99,CHEBI:52117,,
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
CO2,CHEBI:16526,,CHEBI:141770
KCl,CHEBI:32588,,CHEBI:32588
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
neomycin,CHEBI:7507,CHEBI:7507,CHEBI:7507
G418,CHEBI:42768,,CHEBI:172916
CO2,CHEBI:16526,,CHEBI:141770
cocktail,CHEBI:60004,,
IBMX,CHEBI:48518,,CHEBI:34795
TPA,CHEBI:37537,,CHEBI:53209
forskolin,CHEBI:42471,CHEBI:42471,CHEBI:42471
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
formaldehyde,CHEBI:16842,CHEBI:16842,CHEBI:16842
glutaraldehyde,CHEBI:64276,CHEBI:64276,CHEBI:64276
cacodylate,CHEBI:16223,,CHEBI:62956
formaldehyde,CHEBI:16842,CHEBI:16842,CHEBI:16842
methanol,CHEBI:17790,CHEBI:17790,CHEBI:17790
acetone,CHEBI:15347,CHEBI:15347,CHEBI:15347
Triton X-100,CHEBI:9750,,
Tris,CHEBI:9754,CHEBI:9754,CHEBI:27090
Triton X-100,CHEBI:9750,,
pepstatin A,CHEBI:7989,CHEBI:7989,CHEBI:7989
leupeptin,CHEBI:6426,CHEBI:6426,CHEBI:6426
SDS,CHEBI:8984,,CHEBI:8984
tris,CHEBI:9754,CHEBI:9754,CHEBI:9754
tricine,CHEBI:46760,CHEBI:46760,CHEBI:46760
SDS,CHEBI:8984,,CHEBI:8984
Tris,CHEBI:9754,CHEBI:9754,CHEBI:27090
Triton X-100,CHEBI:9750,,
Fluorogenic,CHEBI:76219,,CHEBI:76219
dextran,CHEBI:52071,CHEBI:52071,CHEBI:52071
FITC,CHEBI:37926,,CHEBI:37918
dye,CHEBI:37958,CHEBI:37958,CHEBI:37958
formaldehyde,CHEBI:16842,CHEBI:16842,CHEBI:16842
Reagent,CHEBI:33893,CHEBI:33893,CHEBI:67126
Hydrogen peroxide,CHEBI:16240,CHEBI:16240,CHEBI:16240
hydrogen peroxide,CHEBI:16240,CHEBI:16240,CHEBI:16240
hydrogen peroxide,CHEBI:16240,CHEBI:16240,CHEBI:16240
Electron,CHEBI:10545,CHEBI:10545,CHEBI:133884
mitogen,CHEBI:52290,CHEBI:52290,CHEBI:52290
signaling molecules,CHEBI:62488,,CHEBI:62488
effectors,CHEBI:35224,,CHEBI:35224
mitogen,CHEBI:52290,CHEBI:52290,CHEBI:52290
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
inhibitor,CHEBI:35222,CHEBI:35222,CHEBI:35222
inhibitor,CHEBI:35222,CHEBI:35222,CHEBI:35222
inhibitor,CHEBI:35222,CHEBI:35222,CHEBI:35222
effector,CHEBI:35224,CHEBI:35224,CHEBI:35224
effector,CHEBI:35224,CHEBI:35224,CHEBI:35224
Reagents,CHEBI:33893,,CHEBI:67126
FITC,CHEBI:37926,,CHEBI:37918
Texas Red,CHEBI:51247,CHEBI:51247,CHEBI:52923
NP-40,CHEBI:63016,,CHEBI:228608
sodium deoxycholate,CHEBI:9177,CHEBI:9177,CHEBI:9177
Tris,CHEBI:9754,CHEBI:9754,CHEBI:27090
Cl,CHEBI:17996,,CHEBI:38282
NaCl,CHEBI:26710,,CHEBI:132103
sodium vanadate,CHEBI:35607,,CHEBI:35607
phenylmethylsulfonyl fluoride,CHEBI:8102,,CHEBI:8102
Triton X-100,CHEBI:9750,,
NaCl,CHEBI:26710,,CHEBI:132103
sodium deoxycholate,CHEBI:9177,CHEBI:9177,CHEBI:9177
SDS,CHEBI:8984,,CHEBI:8984
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
SDS,CHEBI:8984,,CHEBI:8984
nitrocellulose,CHEBI:53325,CHEBI:53325,CHEBI:53325
reagent,CHEBI:33893,CHEBI:33893,CHEBI:33893
digoxigenin,CHEBI:42098,CHEBI:42098,CHEBI:42098
dig,CHEBI:42098,,CHEBI:63496
NBT,CHEBI:7586,,CHEBI:9505
BCIP,CHEBI:75508,,CHEBI:75508
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
sodium citrate,CHEBI:53258,CHEBI:53258,CHEBI:53258
Antigen,CHEBI:59132,,CHEBI:82973
reagents,CHEBI:33893,,CHEBI:67126
mitogen,CHEBI:52290,CHEBI:52290,CHEBI:52290
compound,CHEBI:36357,,CHEBI:139359
SDS,CHEBI:8984,,CHEBI:8984
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
Hematoxylin,CHEBI:51686,,CHEBI:51686
cofactor,CHEBI:23357,CHEBI:23357,CHEBI:23357
SDS,CHEBI:8984,,CHEBI:8984
inhibitor,CHEBI:35222,CHEBI:35222,CHEBI:35222
inh,CHEBI:35222,,CHEBI:62434
SDS,CHEBI:8984,,CHEBI:8984
reagents,CHEBI:33893,,CHEBI:67126
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
pigmented,CHEBI:26130,,CHEBI:26130
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
pigmented,CHEBI:26130,,CHEBI:26130
pigmented,CHEBI:26130,,CHEBI:26130
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
pigmented,CHEBI:26130,,CHEBI:26130
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
pigmented,CHEBI:26130,,CHEBI:26130
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
pigmented,CHEBI:26130,,CHEBI:26130
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
cyclic nucleotide,CHEBI:23447,CHEBI:23447,CHEBI:23447
molecules,CHEBI:36357,,CHEBI:76741
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
formaldehyde,CHEBI:16842,CHEBI:16842,CHEBI:16842
glutaraldehyde,CHEBI:64276,CHEBI:64276,CHEBI:64276
fixative,CHEBI:50913,CHEBI:50913,CHEBI:50913
formaldehyde,CHEBI:16842,CHEBI:16842,CHEBI:16842
glutaraldehyde,CHEBI:64276,CHEBI:64276,CHEBI:64276
glutaraldehyde,CHEBI:64276,CHEBI:64276,CHEBI:64276
potassium ferrocyanide,CHEBI:30059,,CHEBI:30059
mixture,CHEBI:60004,CHEBI:60004,CHEBI:60004
tannic acid,CHEBI:75211,CHEBI:75211,CHEBI:75211
cacodylate,CHEBI:16223,,CHEBI:62956
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
glutaraldehyde,CHEBI:64276,CHEBI:64276,CHEBI:64276
formaldehyde,CHEBI:16842,CHEBI:16842,CHEBI:16842
cacodylate,CHEBI:16223,,CHEBI:62956
ethanol,CHEBI:16236,CHEBI:16236,CHEBI:16236
carbon dioxide,CHEBI:16526,AFO:I_16526,AFO:I_16526
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
Electron,CHEBI:10545,CHEBI:10545,CHEBI:133884
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
cytochrome c,CHEBI:18070,CHEBI:18070,CHEBI:18070
cytochrome,CHEBI:4056,CHEBI:4056,CHEBI:4056
oligomycin,CHEBI:25675,CHEBI:25675,CHEBI:25675
O2,CHEBI:15379,,CHEBI:105824
O2,CHEBI:15379,,CHEBI:105824
dobutamine,CHEBI:4670,CHEBI:4670,CHEBI:4670
dobutamine,CHEBI:4670,CHEBI:4670,CHEBI:4670
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
Electron,CHEBI:10545,CHEBI:10545,CHEBI:133884
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855
TAG,CHEBI:17855,,CHEBI:234280
triglycerides,CHEBI:17855,,CHEBI:17855
fatty acids,CHEBI:35366,,CHEBI:83157
Oleate,CHEBI:30823,,CHEBI:232013
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
3H,CHEBI:29238,,CHEBI:44995
palmitate,CHEBI:7896,,CHEBI:63158
oleate,CHEBI:30823,CHEBI:30823,CHEBI:30823
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
stearoyl-CoA,CHEBI:15541,CHEBI:15541,CHEBI:15541
diglyceride,CHEBI:18035,CHEBI:18035,CHEBI:18035
TAG,CHEBI:17855,,CHEBI:234280
TAG,CHEBI:17855,,CHEBI:234280
3H,CHEBI:29238,,CHEBI:44995
glycerol,CHEBI:17754,CHEBI:17754,CHEBI:17754
TAG,CHEBI:17855,,CHEBI:234280
3H,CHEBI:29238,,CHEBI:44995
TAG,CHEBI:17855,,CHEBI:234280
TAG,CHEBI:17855,,CHEBI:234280
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
Glucose,CHEBI:17234,,CHEBI:176594
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
Glucose,CHEBI:17234,,CHEBI:176594
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
chow,CHEBI:33290,,
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
chow,CHEBI:33290,,
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
acidic,CHEBI:37527,,CHEBI:194148
acidic,CHEBI:37527,,CHEBI:194148
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
estrogen,CHEBI:50114,CHEBI:50114,CHEBI:50114
adrenergic agonist,CHEBI:37886,CHEBI:37886,CHEBI:37886
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855
palmitate,CHEBI:7896,,CHEBI:63158
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855
fatty acids,CHEBI:35366,,CHEBI:83157
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
chow,CHEBI:33290,,
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
phosphoenolpyruvate,CHEBI:18021,CHEBI:18021,CHEBI:18021
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
estrogen,CHEBI:50114,CHEBI:50114,CHEBI:50114
G418,CHEBI:42768,,CHEBI:172916
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
Food,CHEBI:33290,CHEBI:33290,CHEBI:33290
reagents,CHEBI:33893,,CHEBI:67126
reagents,CHEBI:33893,,CHEBI:67126
saponin,CHEBI:26605,CHEBI:26605,CHEBI:26605
rotenone,CHEBI:28201,CHEBI:28201,CHEBI:28201
chloral hydrate,CHEBI:28142,CHEBI:28142,CHEBI:28142
MgCl2,CHEBI:6636,,CHEBI:6636
imidazole,CHEBI:14434,CHEBI:14434,CHEBI:14434
MES,CHEBI:39010,CHEBI:39010,CHEBI:39010
taurine,CHEBI:15891,CHEBI:15891,CHEBI:15891
PCr,CHEBI:17287,,
KH2PO4,CHEBI:63036,,
DTT,CHEBI:18320,,CHEBI:37568
saponin,CHEBI:26605,CHEBI:26605,CHEBI:26605
MgCl2,CHEBI:6636,,CHEBI:6636
imidazole,CHEBI:14434,CHEBI:14434,CHEBI:14434
MES,CHEBI:39010,CHEBI:39010,CHEBI:39010
taurine,CHEBI:15891,CHEBI:15891,CHEBI:15891
KH2PO4,CHEBI:63036,,
DTT,CHEBI:18320,,CHEBI:37568
cytochrome c,CHEBI:18070,CHEBI:18070,CHEBI:18070
oligomycin,CHEBI:25675,CHEBI:25675,CHEBI:25675
O2,CHEBI:15379,,CHEBI:105824
O2,CHEBI:15379,,CHEBI:105824
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
Glucose,CHEBI:17234,,CHEBI:176594
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
D-glucose,CHEBI:17634,CHEBI:17634,CHEBI:17634
human insulin,CHEBI:5931,,CHEBI:5931
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
GLUCOSE,CHEBI:17234,,CHEBI:176594
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
glutaraldehyde,CHEBI:64276,CHEBI:64276,CHEBI:64276
sodium cacodylate,CHEBI:62956,,CHEBI:62956
ethanol,CHEBI:16236,CHEBI:16236,CHEBI:16236
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
H,CHEBI:51686,,
alcohol,CHEBI:30879,CHEBI:30879,CHEBI:30879
Fatty acid,CHEBI:35366,,CHEBI:83157
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855
Triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855
Palmitate,CHEBI:7896,,CHEBI:63158
3H,CHEBI:29238,,CHEBI:44995
palmitic acid,CHEBI:15756,,CHEBI:28716
saponin,CHEBI:26605,CHEBI:26605,CHEBI:26605
rotenone,CHEBI:28201,CHEBI:28201,CHEBI:28201
O2,CHEBI:15379,,CHEBI:105824
O2,CHEBI:15379,,CHEBI:105824
ketamine,CHEBI:6121,CHEBI:6121,CHEBI:6121
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
O2,CHEBI:15379,,CHEBI:105824
CO2,CHEBI:16526,,CHEBI:141770
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
thiopental sodium,CHEBI:9561,CHEBI:9561,CHEBI:9561
dobutamine,CHEBI:4670,CHEBI:4670,CHEBI:4670
adrenergic agonist,CHEBI:37886,CHEBI:37886,CHEBI:37886
sodium pentobarbital,CHEBI:7984,,CHEBI:7984
bicarbonate,CHEBI:17544,,CHEBI:140315
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
NaCl,CHEBI:26710,,CHEBI:132103
NaHCO3,CHEBI:32139,,CHEBI:32139
KCl,CHEBI:32588,,CHEBI:32588
KH2PO4,CHEBI:63036,,
CaCl2,CHEBI:3312,,CHEBI:3312
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
palmitate,CHEBI:7896,,CHEBI:63158
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
TAG,CHEBI:17855,,CHEBI:234280
steroyl CoA,CHEBI:15541,,
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
TAG,CHEBI:17855,,CHEBI:234280
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855
Ethidium bromide,CHEBI:4883,CHEBI:4883,CHEBI:4883
Sybr green,CHEBI:51461,,CHEBI:51461
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
cytochrome C,CHEBI:18070,CHEBI:18070,CHEBI:38500
Cyto c,CHEBI:18070,,CHEBI:90190
cytochrome,CHEBI:4056,CHEBI:4056,CHEBI:4056
saponin,CHEBI:26605,CHEBI:26605,CHEBI:26605
rotenone,CHEBI:28201,CHEBI:28201,CHEBI:28201
oligomycin,CHEBI:25675,CHEBI:25675,CHEBI:25675
adrenergic agonist,CHEBI:37886,CHEBI:37886,CHEBI:37886
dobutamine,CHEBI:4670,CHEBI:4670,CHEBI:4670
dobutamine,CHEBI:4670,CHEBI:4670,CHEBI:4670
Ethidium bromide,CHEBI:4883,CHEBI:4883,CHEBI:4883
Eth Br,CHEBI:4883,,CHEBI:77421
adrenergic agonist,CHEBI:37886,CHEBI:37886,CHEBI:37886
adrenergic agonist,CHEBI:37886,CHEBI:37886,CHEBI:37886
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
TAG,CHEBI:17855,,CHEBI:234280
oleate,CHEBI:30823,CHEBI:30823,CHEBI:30823
oleate,CHEBI:30823,CHEBI:30823,CHEBI:30823
3H,CHEBI:29238,,CHEBI:44995
palmitate,CHEBI:7896,,CHEBI:63158
3H,CHEBI:29238,,CHEBI:44995
palmitate,CHEBI:7896,,CHEBI:63158
oleate,CHEBI:30823,CHEBI:30823,CHEBI:30823
oleate,CHEBI:30823,CHEBI:30823,CHEBI:30823
rotenone,CHEBI:28201,CHEBI:28201,CHEBI:28201
TAG,CHEBI:17855,,CHEBI:234280
TAG,CHEBI:17855,,CHEBI:234280
glycerol,CHEBI:17754,CHEBI:17754,CHEBI:17754
Glucose,CHEBI:17234,,CHEBI:176594
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
chow,CHEBI:33290,,
chow,CHEBI:33290,,
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
hematoxylin,CHEBI:51686,,CHEBI:51686
carnitine,CHEBI:17126,CHEBI:17126,CHEBI:17126
medium-chain acyl-CoA,CHEBI:61907,,CHEBI:61907
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
steroyl-CoA,CHEBI:15541,,
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
diacylglycerol,CHEBI:18035,,CHEBI:64919
phospholipids,CHEBI:16247,,CHEBI:77747
Ca2+-ions,CHEBI:29108,,CHEBI:29108
Ca2+,CHEBI:29108,,CHEBI:224236
Ca2+,CHEBI:29108,,CHEBI:224236
acidic,CHEBI:37527,,CHEBI:194148
negatively charged phospholipids,CHEBI:62643,,CHEBI:62643
Ca2+,CHEBI:29108,,CHEBI:224236
Ca2+,CHEBI:29108,,CHEBI:224236
phospholipid,CHEBI:16247,CHEBI:16247,CHEBI:16247
phospholipids,CHEBI:16247,,CHEBI:77747
Ca2+-ions,CHEBI:29108,,CHEBI:29108
Ca2+,CHEBI:29108,,CHEBI:224236
Ca2+,CHEBI:29108,,CHEBI:224236
SDS,CHEBI:8984,,CHEBI:8984
acrylamide,CHEBI:28619,CHEBI:28619,CHEBI:28619
nitrocellulose,CHEBI:53325,CHEBI:53325,CHEBI:53325
Cy3,CHEBI:37987,,CHEBI:37990
Cy3,CHEBI:37987,,CHEBI:37990
Alexa Fluor 488,CHEBI:52661,CHEBI:52661,CHEBI:52661
Alexa Fluor 488,CHEBI:52661,CHEBI:52661,CHEBI:52661
Alexa Fluor 488,CHEBI:52661,CHEBI:52661,CHEBI:52661
Alexa Fluor 488,CHEBI:52661,CHEBI:52661,CHEBI:52661
formaldehyde,CHEBI:16842,CHEBI:16842,CHEBI:16842
Methanol,CHEBI:17790,CHEBI:17790,CHEBI:17790
Antigen,CHEBI:59132,,CHEBI:82973
formalin,CHEBI:16842,,CHEBI:16842
antigens,CHEBI:59132,,CHEBI:82973
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
SDS,CHEBI:8984,,CHEBI:8984
SDS,CHEBI:8984,,CHEBI:8984
Triton X-100,CHEBI:9750,,
DAPI,CHEBI:51231,CHEBI:51231,CHEBI:51231
Ca2+,CHEBI:29108,,CHEBI:224236
ionophore,CHEBI:24869,CHEBI:24869,CHEBI:24869
Ca2+,CHEBI:29108,,CHEBI:224236
Ca2+,CHEBI:29108,,CHEBI:224236
Ca2+,CHEBI:29108,,CHEBI:224236
Ca2+,CHEBI:29108,,CHEBI:224236
Ca2+ ions,CHEBI:29108,,CHEBI:29108
Ca2+,CHEBI:29108,,CHEBI:224236
Ca2+,CHEBI:29108,,CHEBI:224236
Ca2+,CHEBI:29108,,CHEBI:224236
Ca2+,CHEBI:29108,,CHEBI:224236
Ca2+,CHEBI:29108,,CHEBI:224236
Ca2+,CHEBI:29108,,CHEBI:224236
Ca2+,CHEBI:29108,,CHEBI:224236
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
ethanol,CHEBI:16236,CHEBI:16236,CHEBI:16236
aqueous,CHEBI:15377,,CHEBI:5948
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
formaldehyde,CHEBI:16842,CHEBI:16842,CHEBI:16842
acidic,CHEBI:37527,,CHEBI:194148
AlexaFluor488,CHEBI:52661,,
Cy3,CHEBI:37987,,CHEBI:37990
Alexa Fluor 568,CHEBI:51766,CHEBI:51766,CHEBI:51766
Alexa Fluor488,CHEBI:52661,,
xylene,CHEBI:27338,CHEBI:27338,CHEBI:27338
ethanol,CHEBI:16236,CHEBI:16236,CHEBI:16236
NaCl,CHEBI:26710,,CHEBI:132103
KCl,CHEBI:32588,,CHEBI:32588
Na2HPO4,CHEBI:34683,,CHEBI:34683
KH2PO4,CHEBI:63036,,
formaldehyde,CHEBI:16842,CHEBI:16842,CHEBI:16842
gelatine,CHEBI:5291,,CHEBI:79088
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
Carbocyanine 3,CHEBI:37987,,CHEBI:52919
Carbocyanine 2,CHEBI:52302,,CHEBI:52919
Triton X-100,CHEBI:9750,,
sucrose,CHEBI:17992,CHEBI:17992,CHEBI:17992
Tris,CHEBI:9754,CHEBI:9754,CHEBI:27090
CaCl2,CHEBI:3312,,CHEBI:3312
Mg-acetate,CHEBI:62964,,CHEBI:62964
NP40,CHEBI:63016,,CHEBI:63016
DTT,CHEBI:18320,,CHEBI:37568
PMSF,CHEBI:8102,,CHEBI:8102
NP40,CHEBI:63016,,CHEBI:63016
Hepes,CHEBI:46756,,CHEBI:131874
MgCl2,CHEBI:6636,,CHEBI:6636
KCl,CHEBI:32588,,CHEBI:32588
glycerine,CHEBI:17754,,CHEBI:5445
DTT,CHEBI:18320,,CHEBI:37568
PMSF,CHEBI:8102,,CHEBI:8102
Hepes,CHEBI:46756,,CHEBI:131874
MgCl2,CHEBI:6636,,CHEBI:6636
KCl,CHEBI:32588,,CHEBI:32588
glycerine,CHEBI:17754,,CHEBI:5445
DTT,CHEBI:18320,,CHEBI:37568
PMSF,CHEBI:8102,,CHEBI:8102
NP40,CHEBI:63016,,CHEBI:63016
cocktail,CHEBI:60004,,
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
SDS,CHEBI:8984,,CHEBI:8984
SDS,CHEBI:8984,,CHEBI:8984
SDS,CHEBI:8984,,CHEBI:8984
32P,CHEBI:37972,,
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
effectors,CHEBI:35224,,CHEBI:35224
dextran,CHEBI:52071,CHEBI:52071,CHEBI:52071
dextran,CHEBI:52071,CHEBI:52071,CHEBI:52071
BrdU,CHEBI:472552,,CHEBI:472552
BrdU,CHEBI:472552,,CHEBI:472552
cofactors,CHEBI:23357,,CHEBI:83233
cofactors,CHEBI:23357,,CHEBI:83233
cofactors,CHEBI:23357,,CHEBI:83233
effector,CHEBI:35224,CHEBI:35224,CHEBI:35224
digoxigenin,CHEBI:42098,CHEBI:42098,CHEBI:42098
reagent,CHEBI:33893,CHEBI:33893,CHEBI:33893
BrdU,CHEBI:472552,,CHEBI:472552
dextran,CHEBI:52071,CHEBI:52071,CHEBI:52071
fluorophore,CHEBI:51217,,CHEBI:76648
SDS,CHEBI:8984,,CHEBI:8984
KCl,CHEBI:32588,,CHEBI:32588
dextran,CHEBI:52071,CHEBI:52071,CHEBI:52071
dextran,CHEBI:52071,CHEBI:52071,CHEBI:52071
BrdU,CHEBI:472552,,CHEBI:472552
