entity_text,gold_id,bio_pref,bio_all
Triton X-100,CHEBI:9750,CHEBI:9750,CHEBI:9750
proteoglycan,CHEBI:37396,CHEBI:37396,CHEBI:37396
molecule,CHEBI:36357,CHEBI:25367,CHEBI:25367
photon,CHEBI:30212,CHEBI:30212,CHEBI:30212
11-cis-retinal,CHEBI:16066,CHEBI:16066,CHEBI:16066
chromophore,CHEBI:23240,CHEBI:23240,CHEBI:23240
molecules,CHEBI:36357,,CHEBI:25367
pigments,CHEBI:26130,,CHEBI:26130
diacylglycerol,CHEBI:18035,,CHEBI:18035;CHEBI:88364;CHEBI:88365;CHEBI:88366;CHEBI:88367;CHEBI:88368;CHEBI:88369;CHEBI:88371;CHEBI:88372;CHEBI:88376;CHEBI:88377;CHEBI:88393;CHEBI:88394;CHEBI:88395;CHEBI:88397;CHEBI:88398;CHEBI:88399;CHEBI:88400;CHEBI:88401;CHEBI:88446;CHEBI:88447;CHEBI:88449;CHEBI:88451;CHEBI:88453;CHEBI:88454;CHEBI:88467;CHEBI:88468;CHEBI:88469;CHEBI:88471;CHEBI:88472;CHEBI:88474;CHEBI:88475;CHEBI:88476;CHEBI:88477;CHEBI:88478;CHEBI:88479;CHEBI:88480;CHEBI:88481;CHEBI:88482;CHEBI:88483;CHEBI:88484;CHEBI:88487;CHEBI:88489;CHEBI:88490;CHEBI:88495;CHEBI:88496;CHEBI:88497;CHEBI:88498;CHEBI:88499;CHEBI:88500;CHEBI:88501;CHEBI:88502;CHEBI:88509;CHEBI:88510;CHEBI:88511;CHEBI:88516;CHEBI:88518;CHEBI:88520;CHEBI:88523;CHEBI:88527;CHEBI:88529;CHEBI:88530;CHEBI:88532;CHEBI:88536;CHEBI:88545;CHEBI:88546;CHEBI:88547;CHEBI:88548;CHEBI:88551;CHEBI:88707;CHEBI:88709;CHEBI:88711;CHEBI:88718;CHEBI:88720;CHEBI:88721;CHEBI:88722;CHEBI:88723;CHEBI:88724;CHEBI:88725;CHEBI:88757;CHEBI:88780;CHEBI:88781;CHEBI:88782;CHEBI:88783;CHEBI:88784;CHEBI:88786;CHEBI:88787;CHEBI:88788;CHEBI:88789;CHEBI:88790;CHEBI:88791;CHEBI:88792;CHEBI:88793;CHEBI:88794;CHEBI:88796;CHEBI:88797;CHEBI:88798;CHEBI:88800;CHEBI:88802;CHEBI:88803;CHEBI:88804;CHEBI:88805;CHEBI:88807;CHEBI:88808;CHEBI:88809;CHEBI:88810;CHEBI:88938;CHEBI:88939;CHEBI:88942;CHEBI:88944;CHEBI:88951;CHEBI:88957;CHEBI:88958;CHEBI:88959;CHEBI:88960;CHEBI:88961;CHEBI:88962;CHEBI:88963;CHEBI:88966;CHEBI:88969;CHEBI:88974;CHEBI:88975;CHEBI:88981;CHEBI:88988;CHEBI:88989;CHEBI:88991;CHEBI:88992;CHEBI:88996;CHEBI:89000;CHEBI:89002;CHEBI:89004;CHEBI:89006;CHEBI:89008;CHEBI:89010;CHEBI:89026;CHEBI:89027;CHEBI:89028;CHEBI:89030;CHEBI:89031;CHEBI:89032;CHEBI:89033;CHEBI:89034;CHEBI:89035;CHEBI:89036;CHEBI:89037;CHEBI:89038;CHEBI:89039;CHEBI:89040;CHEBI:89041;CHEBI:89042;CHEBI:89043;CHEBI:89045;CHEBI:89046;CHEBI:89047;CHEBI:89048;CHEBI:89049;CHEBI:89050;CHEBI:89051;CHEBI:89055;CHEBI:89056;CHEBI:89057;CHEBI:89149;CHEBI:89155;CHEBI:89157;CHEBI:89158;CHEBI:89159;CHEBI:89160;CHEBI:89162;CHEBI:89163;CHEBI:89164;CHEBI:89165;CHEBI:89167;CHEBI:89168;CHEBI:89169;CHEBI:89170;CHEBI:89171;CHEBI:89174;CHEBI:89176;CHEBI:89178;CHEBI:89189;CHEBI:89193;CHEBI:89194;CHEBI:89198;CHEBI:89200;CHEBI:89201;CHEBI:89202;CHEBI:89203;CHEBI:89207;CHEBI:89208;CHEBI:89210;CHEBI:89211;CHEBI:89212;CHEBI:89214;CHEBI:89216;CHEBI:89217;CHEBI:89218;CHEBI:89220;CHEBI:89221;CHEBI:89222;CHEBI:89223;CHEBI:89224;CHEBI:89225;CHEBI:89229;CHEBI:89230;CHEBI:89231;CHEBI:89235;CHEBI:89253;CHEBI:89258;CHEBI:89259;CHEBI:89260;CHEBI:89261;CHEBI:89262;CHEBI:89319;CHEBI:89320;CHEBI:89321;CHEBI:89322;CHEBI:89323;CHEBI:89325;CHEBI:89326;CHEBI:89335;CHEBI:89336;CHEBI:89337;CHEBI:89402;CHEBI:89407;CHEBI:89433;CHEBI:89434;CHEBI:89435;CHEBI:89448;CHEBI:89449;CHEBI:89450;CHEBI:89630;CHEBI:89631;CHEBI:89646;CHEBI:89647;CHEBI:89651;CHEBI:89653;CHEBI:89660;CHEBI:89661;CHEBI:89662;CHEBI:89663;CHEBI:89664;CHEBI:89665;CHEBI:89669;CHEBI:89670;CHEBI:89671;CHEBI:89673;CHEBI:89674;CHEBI:89682;CHEBI:89683;CHEBI:89684;CHEBI:89685;CHEBI:89686;CHEBI:89687;CHEBI:89708;CHEBI:89709;CHEBI:89710;CHEBI:89711;CHEBI:89752;CHEBI:89780;CHEBI:89781;CHEBI:89782;CHEBI:89783;CHEBI:89784;CHEBI:89785;CHEBI:89786;CHEBI:89787;CHEBI:89788;CHEBI:89789;CHEBI:89790;CHEBI:89792;CHEBI:89793;CHEBI:89794;CHEBI:89795;CHEBI:89796;CHEBI:89797;CHEBI:89798;CHEBI:89799;CHEBI:89800;CHEBI:89802;CHEBI:89803;CHEBI:89804;CHEBI:89805;CHEBI:89806;CHEBI:89807;CHEBI:89808;CHEBI:89811;CHEBI:89812;CHEBI:89813;CHEBI:89814;CHEBI:89817;CHEBI:89819;CHEBI:89820;CHEBI:89821;CHEBI:89822;CHEBI:89826;CHEBI:89833;CHEBI:89834;CHEBI:89838;CHEBI:89839;CHEBI:89844;CHEBI:89845;CHEBI:90043;CHEBI:90044;CHEBI:90045;CHEBI:90057;CHEBI:90058;CHEBI:90068;CHEBI:90071
polymers,CHEBI:33839,,CHEBI:33839
polymeric,CHEBI:33839,CHEBI:60027,CHEBI:33839;CHEBI:60027
pigment,CHEBI:26130,,
Water,CHEBI:15377,CHEBI:15377,CHEBI:15377
DAPI,CHEBI:51231,CHEBI:51231,CHEBI:51231
DAPI,CHEBI:51231,CHEBI:51231,CHEBI:51231
effector,CHEBI:35224,CHEBI:35224,CHEBI:35224
effector,CHEBI:35224,CHEBI:35224,CHEBI:35224
molecule,CHEBI:36357,CHEBI:25367,CHEBI:25367
polymeric,CHEBI:33839,CHEBI:60027,CHEBI:33839;CHEBI:60027
polymeric,CHEBI:33839,CHEBI:60027,CHEBI:33839;CHEBI:60027
molecules,CHEBI:36357,,CHEBI:25367
polymer,CHEBI:33839,CHEBI:60027,CHEBI:33839;CHEBI:60027
polymer,CHEBI:33839,CHEBI:60027,CHEBI:33839;CHEBI:60027
polymer,CHEBI:33839,CHEBI:60027,CHEBI:33839;CHEBI:60027
polymer,CHEBI:33839,CHEBI:60027,CHEBI:33839;CHEBI:60027
histone,CHEBI:15358,CHEBI:15358,CHEBI:15358
histone,CHEBI:15358,CHEBI:15358,CHEBI:15358
histone,CHEBI:15358,CHEBI:15358,CHEBI:15358
histone,CHEBI:15358,CHEBI:15358,CHEBI:15358
trichostatin A,CHEBI:46024,CHEBI:46024,CHEBI:46024
molecule,CHEBI:36357,CHEBI:25367,CHEBI:25367
penicillin,CHEBI:17334,CHEBI:17334,CHEBI:17334
streptomycin,CHEBI:17076,CHEBI:17076,CHEBI:17076;CHEBI:58007
calcium phosphate,CHEBI:77635,CHEBI:77635,CHEBI:77635;CHEBI:9679
reagent,CHEBI:33893,CHEBI:33893,CHEBI:33893
sodium bicarbonate,CHEBI:32139,,CHEBI:32139
agarose,CHEBI:2511,CHEBI:2511,CHEBI:2511
formaldehyde,CHEBI:16842,CHEBI:16842,CHEBI:16842
nylon,CHEBI:25614,,
saline,CHEBI:24866,,CHEBI:24866;CHEBI:30762;CHEBI:32386
sodium dodecyl sulfate,CHEBI:8984,CHEBI:8984,CHEBI:8984
SDS,CHEBI:8984,,CHEBI:8984
X-gal,CHEBI:75055,,CHEBI:75055
X-gal,CHEBI:75055,,CHEBI:75055
X-gal,CHEBI:75055,,CHEBI:75055
calcium phosphate,CHEBI:77635,CHEBI:77635,CHEBI:77635;CHEBI:9679
Tris,CHEBI:9754,CHEBI:9754,CHEBI:82282;CHEBI:9754
HCl,CHEBI:17883,,CHEBI:17883
MgCl2,CHEBI:6636,,CHEBI:6636
NaCl,CHEBI:26710,,CHEBI:26710
phenylmethylsulfonyl fluoride,CHEBI:8102,,CHEBI:8102
Nonidet P-40,CHEBI:78708,CHEBI:78708,CHEBI:78708
glycerol,CHEBI:17754,CHEBI:17754,CHEBI:17754
cocktail,CHEBI:60004,,CHEBI:142738
Tris,CHEBI:9754,CHEBI:9754,CHEBI:82282;CHEBI:9754
HCl,CHEBI:17883,,CHEBI:17883
NaCl,CHEBI:26710,,CHEBI:26710
MgCl2,CHEBI:6636,,CHEBI:6636
SDS,CHEBI:8984,,CHEBI:8984
SDS,CHEBI:8984,,CHEBI:8984
Tris,CHEBI:9754,CHEBI:9754,CHEBI:82282;CHEBI:9754
DTT,CHEBI:18320,,CHEBI:18320
glycerol,CHEBI:17754,CHEBI:17754,CHEBI:17754
pyronine Y,CHEBI:8682,,CHEBI:8682
sodium dodecyl sulfate,CHEBI:8984,CHEBI:8984,CHEBI:8984
SDS,CHEBI:8984,,CHEBI:8984
nitrocellulose,CHEBI:53325,CHEBI:53325,CHEBI:53325
Triton X-100,CHEBI:9750,CHEBI:9750,CHEBI:9750
Cy3,CHEBI:37987,,CHEBI:37987
effector,CHEBI:35224,CHEBI:35224,CHEBI:35224
reagent,CHEBI:33893,CHEBI:33893,CHEBI:33893
thyroid hormone,CHEBI:60311,CHEBI:60311,CHEBI:60311
keto acid,CHEBI:25754,CHEBI:37527,CHEBI:144459;CHEBI:27561;CHEBI:37527
keto acid,CHEBI:25754,CHEBI:37527,CHEBI:144459;CHEBI:27561;CHEBI:37527
keto acid,CHEBI:25754,CHEBI:37527,CHEBI:144459;CHEBI:27561;CHEBI:37527
keto acid,CHEBI:25754,CHEBI:37527,CHEBI:144459;CHEBI:27561;CHEBI:37527
branched-chain amino acids,CHEBI:22918,CHEBI:22918,CHEBI:22918;CHEBI:33704;CHEBI:33709
keto acid,CHEBI:25754,CHEBI:37527,CHEBI:144459;CHEBI:27561;CHEBI:37527
branched-chain amino acids,CHEBI:22918,CHEBI:22918,CHEBI:22918;CHEBI:33704;CHEBI:33709
keto acid,CHEBI:25754,CHEBI:37527,CHEBI:144459;CHEBI:27561;CHEBI:37527
keto acids,CHEBI:25754,,CHEBI:144459;CHEBI:27561;CHEBI:37527
branched-chain amino acids,CHEBI:22918,CHEBI:22918,CHEBI:22918;CHEBI:33704;CHEBI:33709
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
dihydrolipoyl,CHEBI:50488,,
dihydrolipoyl,CHEBI:50488,,
pyruvate,CHEBI:15361,CHEBI:15361,CHEBI:15361
BCAA,CHEBI:22918,,CHEBI:27869
immunosuppressant,CHEBI:35705,,CHEBI:35705
drugs,CHEBI:23888,,CHEBI:23888
N-ethyl-N-nitrosourea,CHEBI:23995,CHEBI:23995,CHEBI:23995
ENU,CHEBI:23995,,CHEBI:23995
G418,CHEBI:42768,,CHEBI:195256;CHEBI:42768
gancyclovir,CHEBI:465284,,CHEBI:465284
tetracycline,CHEBI:27902,CHEBI:27902,CHEBI:27902;CHEBI:77932
tetracycline,CHEBI:27902,CHEBI:27902,CHEBI:27902;CHEBI:77932
message,CHEBI:33695,CHEBI:39010,CHEBI:138438;CHEBI:39005;CHEBI:39010;CHEBI:84123
agarose,CHEBI:2511,CHEBI:2511,CHEBI:2511
nylon,CHEBI:25614,,
Triton X100,CHEBI:9750,CHEBI:29234,CHEBI:29234
isopentane,CHEBI:30362,CHEBI:30362,CHEBI:30362
BCAA,CHEBI:22918,,CHEBI:27869
sucrose,CHEBI:17992,CHEBI:17992,CHEBI:17992
Tris,CHEBI:9754,CHEBI:9754,CHEBI:82282;CHEBI:9754
HC1,CHEBI:17883,,
CO2,CHEBI:16526,,CHEBI:16526
α-keto isocaproate,CHEBI:17865,CHEBI:74904,CHEBI:144459;CHEBI:27561;CHEBI:74904
14C,CHEBI:36927,,
mixture,CHEBI:60004,CHEBI:60004,CHEBI:60004
α-ketoisocaproate,CHEBI:17865,CHEBI:74904,CHEBI:144459;CHEBI:27561;CHEBI:74904
CoASH,CHEBI:15346,,CHEBI:15346
thiamin pyrophosphate,CHEBI:9532,,CHEBI:45931;CHEBI:58937;CHEBI:9532
NAD+,CHEBI:15846,,CHEBI:15846
dithiothreitol,CHEBI:18320,,CHEBI:18320
Mg2+,CHEBI:18420,,CHEBI:18420
α-keto isocaproate,CHEBI:17865,CHEBI:74904,CHEBI:144459;CHEBI:27561;CHEBI:74904
14C,CHEBI:36927,,
CO2,CHEBI:16526,,CHEBI:16526
hydroxide,CHEBI:24651,CHEBI:16234,CHEBI:16234
Hyamine,CHEBI:31264,,CHEBI:31264
SDS,CHEBI:8984,,CHEBI:8984
PVDF,CHEBI:53250,,
reagent,CHEBI:33893,CHEBI:33893,CHEBI:33893
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
tetracycline,CHEBI:27902,CHEBI:27902,CHEBI:27902;CHEBI:77932
tetracycline,CHEBI:27902,CHEBI:27902,CHEBI:27902;CHEBI:77932
tetracycline,CHEBI:27902,CHEBI:27902,CHEBI:27902;CHEBI:77932
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
pyruvate,CHEBI:15361,CHEBI:15361,CHEBI:15361
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
BCAA,CHEBI:22918,,CHEBI:27869
tetracycline,CHEBI:27902,CHEBI:27902,CHEBI:27902;CHEBI:77932
tetracycline,CHEBI:27902,CHEBI:27902,CHEBI:27902;CHEBI:77932
doxycycline,CHEBI:50845,CHEBI:50845,CHEBI:50845;CHEBI:60648
doxycycline,CHEBI:50845,CHEBI:50845,CHEBI:50845;CHEBI:60648
ENU,CHEBI:23995,,CHEBI:23995
BCAA,CHEBI:22918,,CHEBI:27869
thiamin,CHEBI:26948,,CHEBI:18385;CHEBI:33283
thiamin,CHEBI:26948,,CHEBI:18385;CHEBI:33283
thiamin,CHEBI:26948,,CHEBI:18385;CHEBI:33283
thiamin,CHEBI:26948,,CHEBI:18385;CHEBI:33283
thiamin,CHEBI:26948,,CHEBI:18385;CHEBI:33283
ketoacid,CHEBI:25754,CHEBI:37527,CHEBI:144459;CHEBI:27750;CHEBI:37527
BCAA,CHEBI:22918,,CHEBI:27869
branched chain amino acids,CHEBI:22918,,CHEBI:22918
ENU,CHEBI:23995,,CHEBI:23995
N-ethyl-N-nitrosourea,CHEBI:23995,CHEBI:23995,CHEBI:23995
tetracycline,CHEBI:27902,CHEBI:27902,CHEBI:27902;CHEBI:77932
globin,CHEBI:5386,CHEBI:5386,CHEBI:5386
globin,CHEBI:5386,CHEBI:5386,CHEBI:5386
globin,CHEBI:5386,CHEBI:5386,CHEBI:5386
bromodeoxyuridine,CHEBI:472552,,CHEBI:472552
BrdU,CHEBI:472552,,CHEBI:472552
histone,CHEBI:15358,CHEBI:15358,CHEBI:15358
haematoxylin,CHEBI:51686,CHEBI:51686,CHEBI:51686;CHEBI:5601
histone,CHEBI:15358,CHEBI:15358,CHEBI:15358
placental lactogen,CHEBI:81588,CHEBI:81588,CHEBI:81588
Pl,CHEBI:81588,,
Pl,CHEBI:81588,,
Pl,CHEBI:81588,,
Pl,CHEBI:81588,,
basic,CHEBI:22695,,CHEBI:29390;CHEBI:32590
globin,CHEBI:5386,CHEBI:5386,CHEBI:5386
glucose 6-phosphate,CHEBI:14314,CHEBI:17234;CHEBI:26020,CHEBI:17234;CHEBI:18367;CHEBI:26020;CHEBI:26078;CHEBI:35780;CHEBI:4167;CHEBI:42758;CHEBI:43474
G418,CHEBI:42768,,CHEBI:195256;CHEBI:42768
ganciclovir,CHEBI:465284,CHEBI:465284,CHEBI:465284
G418,CHEBI:42768,,CHEBI:195256;CHEBI:42768
Reagent,CHEBI:33893,CHEBI:33893,CHEBI:33893
ethanol,CHEBI:16236,CHEBI:16236,CHEBI:16236
xylene,CHEBI:27338,CHEBI:27338,CHEBI:27338
Placental lactogen,CHEBI:81588,CHEBI:81588,CHEBI:81588
phospho,CHEBI:32958,,CHEBI:48108
histone,CHEBI:15358,CHEBI:15358,CHEBI:15358
haematoxylin,CHEBI:51686,CHEBI:51686,CHEBI:51686;CHEBI:5601
DAPI,CHEBI:51231,CHEBI:51231,CHEBI:51231
placental lactogen,CHEBI:81588,CHEBI:81588,CHEBI:81588
Pl,CHEBI:81588,,
BrdU,CHEBI:472552,,CHEBI:472552
BrdU,CHEBI:472552,,CHEBI:472552
FITC,CHEBI:37926,,CHEBI:37926
propidium iodide,CHEBI:51240,CHEBI:51240,CHEBI:51240
BrdU,CHEBI:472552,,CHEBI:472552
BrdU,CHEBI:472552,,CHEBI:472552
BrdU,CHEBI:472552,,CHEBI:472552
histone,CHEBI:15358,CHEBI:15358,CHEBI:15358
FITC,CHEBI:37926,,CHEBI:37926
propidium iodide,CHEBI:51240,CHEBI:51240,CHEBI:51240
FITC,CHEBI:37926,,CHEBI:37926
propidium iodide,CHEBI:51240,CHEBI:51240,CHEBI:51240
haematoxylin,CHEBI:51686,CHEBI:51686,CHEBI:51686;CHEBI:5601
BrdU,CHEBI:472552,,CHEBI:472552
bromodeoxyuridine,CHEBI:472552,,CHEBI:472552
X-gal,CHEBI:75055,,CHEBI:75055
haematoxylin,CHEBI:51686,CHEBI:51686,CHEBI:51686;CHEBI:5601
fluorescein,CHEBI:31624,,CHEBI:24061
DAPI,CHEBI:51231,CHEBI:51231,CHEBI:51231
histone,CHEBI:15358,CHEBI:15358,CHEBI:15358
haematoxylin,CHEBI:51686,CHEBI:51686,CHEBI:51686;CHEBI:5601
Pl,CHEBI:81588,,
Pl,CHEBI:81588,,
Pl,CHEBI:81588,,
reagents,CHEBI:33893,,CHEBI:33893
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
H2O,CHEBI:15377,,CHEBI:15377
H2O,CHEBI:15377,,CHEBI:15377
H2O,CHEBI:15377,,CHEBI:15377
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
H2O,CHEBI:15377,,CHEBI:15377
H2O,CHEBI:15377,,CHEBI:15377
ethanol,CHEBI:16236,CHEBI:16236,CHEBI:16236
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
inhibitor,CHEBI:35222,CHEBI:35222,CHEBI:35222
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234;CHEBI:4167;CHEBI:42758
NP40,CHEBI:63016,,CHEBI:63016
Tween 20,CHEBI:53424,,CHEBI:53424
H2O,CHEBI:15377,,CHEBI:15377
MgCl2,CHEBI:6636,,CHEBI:6636
Feed,CHEBI:33290,,
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
isoflurane,CHEBI:6015,CHEBI:6015,CHEBI:6015
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
ether,CHEBI:25698,CHEBI:25698,CHEBI:25698;CHEBI:35702
acetone,CHEBI:15347,CHEBI:15347,CHEBI:15347
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
MgSO4,CHEBI:32599,,CHEBI:32599
agarose,CHEBI:2511,CHEBI:2511,CHEBI:2511
EtBr,CHEBI:4883,,CHEBI:4883
H2O,CHEBI:15377,,CHEBI:15377
MgCl2,CHEBI:6636,,CHEBI:6636
agarose,CHEBI:2511,CHEBI:2511,CHEBI:2511
EtBr,CHEBI:4883,,CHEBI:4883
agarose,CHEBI:2511,CHEBI:2511,CHEBI:2511
EtBr,CHEBI:4883,,CHEBI:4883
H2O,CHEBI:15377,,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
H2O,CHEBI:15377,,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
molecule,CHEBI:23367,CHEBI:25367,CHEBI:25367
histone,CHEBI:15358,CHEBI:15358,CHEBI:15358
Digoxigenin,CHEBI:42098,CHEBI:42098,CHEBI:145797;CHEBI:42098
histone,CHEBI:15358,CHEBI:15358,CHEBI:15358
fluorophore,CHEBI:51217,,CHEBI:42645
Cy3,CHEBI:37987,,CHEBI:37987
fluorophore,CHEBI:51217,,CHEBI:42645
antibiotics,CHEBI:33282,,CHEBI:33281
antimycotics,CHEBI:35718,,CHEBI:81528
CO2,CHEBI:16526,,CHEBI:16526
CO2,CHEBI:16526,,CHEBI:16526
heparin,CHEBI:28304,CHEBI:28304,CHEBI:24496;CHEBI:28304
agarose,CHEBI:2511,CHEBI:2511,CHEBI:2511
molecule,CHEBI:36357,CHEBI:25367,CHEBI:25367
histone,CHEBI:15358,CHEBI:15358,CHEBI:15358
reagents,CHEBI:33893,,CHEBI:33893
Hygromycin,CHEBI:24753,CHEBI:24753,CHEBI:24753
antibiotics,CHEBI:33282,,CHEBI:33281
mitomycin C,CHEBI:27504,CHEBI:27504,CHEBI:194095;CHEBI:27504
puromycin,CHEBI:17939,CHEBI:17939,CHEBI:17939;CHEBI:60255
ganciclovir,CHEBI:465284,CHEBI:465284,CHEBI:465284
puromycin,CHEBI:17939,CHEBI:17939,CHEBI:17939;CHEBI:60255
puromycin,CHEBI:17939,CHEBI:17939,CHEBI:17939;CHEBI:60255
puromycin,CHEBI:17939,CHEBI:17939,CHEBI:17939;CHEBI:60255
ganciclovir,CHEBI:465284,CHEBI:465284,CHEBI:465284
adriamycin,CHEBI:28748,,CHEBI:28748
Tris,CHEBI:9754,CHEBI:9754,CHEBI:82282;CHEBI:9754
NaCl,CHEBI:26710,,CHEBI:26710
Nonidet P-40,CHEBI:78708,CHEBI:78708,CHEBI:78708
PMSF,CHEBI:8102,,CHEBI:8102
sodium vanadate,CHEBI:35607,,CHEBI:35607;CHEBI:75221
NaF,CHEBI:28741,,CHEBI:28741
SDS,CHEBI:8984,,CHEBI:8984
poly(vinylidene difluoride,CHEBI:53250,CHEBI:17051,CHEBI:17051;CHEBI:29228;CHEBI:29854
Tris,CHEBI:9754,CHEBI:9754,CHEBI:82282;CHEBI:9754
NaCl,CHEBI:26710,,CHEBI:26710
Tween-20,CHEBI:53424,,
BrdU,CHEBI:472552,,CHEBI:472552
ethanol,CHEBI:16236,CHEBI:16236,CHEBI:16236
FITC,CHEBI:37926,,CHEBI:37926
BrdU,CHEBI:472552,,CHEBI:472552
propidium iodide,CHEBI:51240,CHEBI:51240,CHEBI:51240
puromycin,CHEBI:17939,CHEBI:17939,CHEBI:17939;CHEBI:60255
adriamycin,CHEBI:28748,,CHEBI:28748
ganciclovir,CHEBI:465284,CHEBI:465284,CHEBI:465284
ganciclovir,CHEBI:465284,CHEBI:465284,CHEBI:465284
toxin,CHEBI:27026,CHEBI:27026,CHEBI:27026
adriamycin,CHEBI:28748,,CHEBI:28748
ADR,CHEBI:28748,,
ganciclovir,CHEBI:465284,CHEBI:465284,CHEBI:465284
ganciclovir,CHEBI:465284,CHEBI:465284,CHEBI:465284
ADR,CHEBI:28748,,
pigment,CHEBI:26130,,
pigment,CHEBI:26130,,
neomycin,CHEBI:7507,CHEBI:7507,CHEBI:7507
neomycin,CHEBI:7507,CHEBI:7507,CHEBI:7507
neomycin,CHEBI:7507,CHEBI:7507,CHEBI:7507
neomycin,CHEBI:7507,CHEBI:7507,CHEBI:7507
dye,CHEBI:37958,CHEBI:37958,CHEBI:37958
dye,CHEBI:37958,CHEBI:37958,CHEBI:37958
pigmented,CHEBI:26130,,CHEBI:151129
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
Alizarin red,CHEBI:16866,,CHEBI:16866
BrdU,CHEBI:472552,,CHEBI:472552
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
H,CHEBI:51686,,
BrdU,CHEBI:472552,,CHEBI:472552
H,CHEBI:51686,,
BrdU,CHEBI:472552,,CHEBI:472552
pigment,CHEBI:26130,,
molecules,CHEBI:36357,,CHEBI:25367
inhibitor,CHEBI:35222,CHEBI:35222,CHEBI:35222
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
G418,CHEBI:42768,,CHEBI:195256;CHEBI:42768
Tris,CHEBI:9754,CHEBI:9754,CHEBI:82282;CHEBI:9754
HCl,CHEBI:17883,,CHEBI:17883
KCl,CHEBI:32588,,CHEBI:32588
MgCl2,CHEBI:6636,,CHEBI:6636
X-gal,CHEBI:75055,,CHEBI:75055
mix,CHEBI:60004,,
NaPO4,CHEBI:37586,,CHEBI:53704;CHEBI:82546
MgCl2,CHEBI:6636,,CHEBI:6636
K3Fe(CN)6,CHEBI:30060,,
K4Fe(CN)6,CHEBI:30059,,
X-gal,CHEBI:75055,,CHEBI:75055
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
potassium hydroxide,CHEBI:32035,,
KOH,CHEBI:32035,,CHEBI:32035
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
KOH,CHEBI:32035,,CHEBI:32035
alizarin red,CHEBI:16866,,CHEBI:16866
glycerin,CHEBI:17754,,CHEBI:17754
reagent,CHEBI:33893,CHEBI:33893,CHEBI:33893
BrdU,CHEBI:472552,,CHEBI:472552
BrdU,CHEBI:472552,,CHEBI:472552
CO2,CHEBI:16526,,CHEBI:16526
reagent,CHEBI:33893,CHEBI:33893,CHEBI:33893
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
xylene,CHEBI:27338,CHEBI:27338,CHEBI:27338
alcohol,CHEBI:30879,CHEBI:30879,CHEBI:16236;CHEBI:30879
H2O2,CHEBI:16240,,CHEBI:16240
methanol,CHEBI:17790,CHEBI:17790,CHEBI:17790
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
BrdU,CHEBI:472552,,CHEBI:472552
hematoxylin,CHEBI:51686,,CHEBI:51686
DIG,CHEBI:42098,,
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
H,CHEBI:51686,,
dye,CHEBI:37958,CHEBI:37958,CHEBI:37958
